dateP;dateQ;P_mm;Q_ls
2022-10-31 21:49:00;2022-10-31 21:49:00;0.0;
2022-10-31 21:54:00;2022-10-31 21:54:00;0.0;
2022-10-31 21:59:00;2022-10-31 21:59:00;0.0;
2022-10-31 22:04:00;2022-10-31 22:04:00;0.0;12.6079604518047
2022-10-31 22:09:00;2022-10-31 22:09:00;0.0;
2022-10-31 22:14:00;2022-10-31 22:14:00;0.0;
2022-10-31 22:19:00;2022-10-31 22:19:00;0.0;
2022-10-31 22:24:00;2022-10-31 22:24:00;0.0;
2022-10-31 22:29:00;2022-10-31 22:29:00;0.0;
2022-10-31 22:34:00;2022-10-31 22:34:00;0.0;
2022-10-31 22:39:00;2022-10-31 22:39:00;0.0;
2022-10-31 22:44:00;2022-10-31 22:44:00;0.0;12.287325733004
2022-10-31 22:49:00;2022-10-31 22:49:00;0.0;
2022-10-31 22:54:00;2022-10-31 22:54:00;0.0;
2022-10-31 22:59:00;2022-10-31 22:59:00;0.0;
2022-10-31 23:04:00;2022-10-31 23:04:00;0.0;12.287325733004
2022-10-31 23:09:00;2022-10-31 23:09:00;0.0;
2022-10-31 23:14:00;2022-10-31 23:14:00;0.0;
2022-10-31 23:19:00;2022-10-31 23:19:00;0.0;
2022-10-31 23:24:00;2022-10-31 23:24:00;0.0;
2022-10-31 23:29:00;2022-10-31 23:29:00;0.0;
2022-10-31 23:34:00;2022-10-31 23:34:00;0.0;
2022-10-31 23:39:00;2022-10-31 23:39:00;0.0;11.9722312048404
2022-10-31 23:44:00;2022-10-31 23:44:00;0.0;
2022-10-31 23:49:00;2022-10-31 23:49:00;0.0;
2022-10-31 23:54:00;2022-10-31 23:54:00;0.0;
2022-10-31 23:59:00;2022-10-31 23:59:00;0.0;
2022-11-01 00:04:00;2022-11-01 00:04:00;0.0;11.9722312048404
2022-11-01 00:09:00;2022-11-01 00:09:00;0.0;
2022-11-01 00:14:00;2022-11-01 00:14:00;0.0;
2022-11-01 00:19:00;2022-11-01 00:19:00;0.0;
2022-11-01 00:24:00;2022-11-01 00:24:00;0.0;
2022-11-01 00:29:00;2022-11-01 00:29:00;0.0;
2022-11-01 00:34:00;2022-11-01 00:34:00;0.0;
2022-11-01 00:39:00;2022-11-01 00:39:00;0.0;
2022-11-01 00:44:00;2022-11-01 00:44:00;0.0;
2022-11-01 00:49:00;2022-11-01 00:49:00;0.0;
2022-11-01 00:54:00;2022-11-01 00:54:00;0.0;11.6626308811902
2022-11-01 00:59:00;2022-11-01 00:59:00;0.0;11.9722312048404
2022-11-01 01:04:00;2022-11-01 01:04:00;0.0;11.8167471415839
2022-11-01 01:09:00;2022-11-01 01:09:00;0.0;
2022-11-01 01:14:00;2022-11-01 01:14:00;0.0;
2022-11-01 01:19:00;2022-11-01 01:19:00;0.0;
2022-11-01 01:24:00;2022-11-01 01:24:00;0.0;
2022-11-01 01:29:00;2022-11-01 01:29:00;0.0;
2022-11-01 01:34:00;2022-11-01 01:34:00;0.0;
2022-11-01 01:39:00;2022-11-01 01:39:00;0.0;
2022-11-01 01:44:00;2022-11-01 01:44:00;0.0;
2022-11-01 01:49:00;2022-11-01 01:49:00;0.0;
2022-11-01 01:54:00;2022-11-01 01:54:00;0.0;
2022-11-01 01:59:00;2022-11-01 01:59:00;0.0;
2022-11-01 02:04:00;2022-11-01 02:04:00;0.0;11.6626308811902
2022-11-01 02:09:00;2022-11-01 02:09:00;0.0;
2022-11-01 02:14:00;2022-11-01 02:14:00;0.0;
2022-11-01 02:19:00;2022-11-01 02:19:00;0.0;
2022-11-01 02:24:00;2022-11-01 02:24:00;0.0;
2022-11-01 02:29:00;2022-11-01 02:29:00;0.0;
2022-11-01 02:34:00;2022-11-01 02:34:00;0.0;
2022-11-01 02:39:00;2022-11-01 02:39:00;0.0;
2022-11-01 02:44:00;2022-11-01 02:44:00;0.0;11.3584787759299
2022-11-01 02:49:00;2022-11-01 02:49:00;0.0;
2022-11-01 02:54:00;2022-11-01 02:54:00;0.0;
2022-11-01 02:59:00;2022-11-01 02:59:00;0.0;
2022-11-01 03:04:00;2022-11-01 03:04:00;0.0;11.5098766753941
2022-11-01 03:09:00;2022-11-01 03:09:00;0.0;
2022-11-01 03:14:00;2022-11-01 03:14:00;0.0;
2022-11-01 03:19:00;2022-11-01 03:19:00;0.0;
2022-11-01 03:24:00;2022-11-01 03:24:00;0.0;
2022-11-01 03:29:00;2022-11-01 03:29:00;0.0;11.2084314345323
2022-11-01 03:34:00;2022-11-01 03:34:00;0.0;
2022-11-01 03:39:00;2022-11-01 03:39:00;0.0;
2022-11-01 03:44:00;2022-11-01 03:44:00;0.0;
2022-11-01 03:49:00;2022-11-01 03:49:00;0.0;
2022-11-01 03:54:00;2022-11-01 03:54:00;0.0;
2022-11-01 03:59:00;2022-11-01 03:59:00;0.0;
2022-11-01 04:04:00;2022-11-01 04:04:00;0.0;11.3584787759299
2022-11-01 04:09:00;2022-11-01 04:09:00;0.0;
2022-11-01 04:14:00;2022-11-01 04:14:00;0.0;
2022-11-01 04:19:00;2022-11-01 04:19:00;0.0;
2022-11-01 04:24:00;2022-11-01 04:24:00;0.0;
2022-11-01 04:29:00;2022-11-01 04:29:00;0.0;
2022-11-01 04:34:00;2022-11-01 04:34:00;0.0;
2022-11-01 04:39:00;2022-11-01 04:39:00;0.0;
2022-11-01 04:44:00;2022-11-01 04:44:00;0.0;
2022-11-01 04:49:00;2022-11-01 04:49:00;0.0;
2022-11-01 04:54:00;2022-11-01 04:54:00;0.0;
2022-11-01 04:59:00;2022-11-01 04:59:00;0.0;
2022-11-01 05:04:00;2022-11-01 05:04:00;0.0;11.2084314345323
2022-11-01 05:09:00;2022-11-01 05:09:00;0.0;
2022-11-01 05:14:00;2022-11-01 05:14:00;0.0;
2022-11-01 05:19:00;2022-11-01 05:19:00;0.0;
2022-11-01 05:24:00;2022-11-01 05:24:00;0.0;
2022-11-01 05:29:00;2022-11-01 05:29:00;0.0;
2022-11-01 05:34:00;2022-11-01 05:34:00;0.0;
2022-11-01 05:39:00;2022-11-01 05:39:00;0.0;
2022-11-01 05:44:00;2022-11-01 05:44:00;0.0;
2022-11-01 05:49:00;2022-11-01 05:49:00;0.0;
2022-11-01 05:54:00;2022-11-01 05:54:00;0.0;
2022-11-01 05:59:00;2022-11-01 05:59:00;0.0;
2022-11-01 06:04:00;2022-11-01 06:04:00;0.0;10.912365432875
2022-11-01 06:09:00;2022-11-01 06:09:00;0.0;
2022-11-01 06:14:00;2022-11-01 06:14:00;0.0;
2022-11-01 06:19:00;2022-11-01 06:19:00;0.0;
2022-11-01 06:24:00;2022-11-01 06:24:00;0.0;
2022-11-01 06:29:00;2022-11-01 06:29:00;0.0;
2022-11-01 06:34:00;2022-11-01 06:34:00;0.0;
2022-11-01 06:39:00;2022-11-01 06:39:00;0.0;
2022-11-01 06:44:00;2022-11-01 06:44:00;0.0;
2022-11-01 06:49:00;2022-11-01 06:49:00;0.0;
2022-11-01 06:54:00;2022-11-01 06:54:00;0.0;
2022-11-01 06:59:00;2022-11-01 06:59:00;0.0;
2022-11-01 07:04:00;2022-11-01 07:04:00;0.0;10.912365432875
2022-11-01 07:09:00;2022-11-01 07:09:00;0.0;
2022-11-01 07:14:00;2022-11-01 07:14:00;0.0;
2022-11-01 07:19:00;2022-11-01 07:19:00;0.0;
2022-11-01 07:24:00;2022-11-01 07:24:00;0.0;
2022-11-01 07:29:00;2022-11-01 07:29:00;0.0;
2022-11-01 07:34:00;2022-11-01 07:34:00;0.0;
2022-11-01 07:39:00;2022-11-01 07:39:00;0.0;
2022-11-01 07:44:00;2022-11-01 07:44:00;0.0;
2022-11-01 07:49:00;2022-11-01 07:49:00;0.0;
2022-11-01 07:54:00;2022-11-01 07:54:00;0.0;
2022-11-01 07:59:00;2022-11-01 07:59:00;0.0;10.6216326842985
2022-11-01 08:04:00;2022-11-01 08:04:00;0.0;10.7663352760844
2022-11-01 08:09:00;2022-11-01 08:09:00;0.0;
2022-11-01 08:14:00;2022-11-01 08:14:00;0.0;
2022-11-01 08:19:00;2022-11-01 08:19:00;0.0;
2022-11-01 08:24:00;2022-11-01 08:24:00;0.0;
2022-11-01 08:29:00;2022-11-01 08:29:00;0.0;
2022-11-01 08:34:00;2022-11-01 08:34:00;0.0;10.4782519092519
2022-11-01 08:39:00;2022-11-01 08:39:00;0.0;
2022-11-01 08:44:00;2022-11-01 08:44:00;0.0;
2022-11-01 08:49:00;2022-11-01 08:49:00;0.0;10.7663352760844
2022-11-01 08:54:00;2022-11-01 08:54:00;0.0;
2022-11-01 08:59:00;2022-11-01 08:59:00;0.0;
2022-11-01 09:04:00;2022-11-01 09:04:00;0.0;10.912365432875
2022-11-01 09:09:00;2022-11-01 09:09:00;0.0;
2022-11-01 09:14:00;2022-11-01 09:14:00;0.0;10.4782519092519
2022-11-01 09:19:00;2022-11-01 09:19:00;0.0;10.912365432875
2022-11-01 09:24:00;2022-11-01 09:24:00;0.0;10.6216326842985
2022-11-01 09:29:00;2022-11-01 09:29:00;0.0;10.912365432875
2022-11-01 09:34:00;2022-11-01 09:34:00;0.0;
2022-11-01 09:39:00;2022-11-01 09:39:00;0.0;
2022-11-01 09:44:00;2022-11-01 09:44:00;0.0;
2022-11-01 09:49:00;2022-11-01 09:49:00;0.0;
2022-11-01 09:54:00;2022-11-01 09:54:00;0.0;10.4782519092519
2022-11-01 09:59:00;2022-11-01 09:59:00;0.0;
2022-11-01 10:04:00;2022-11-01 10:04:00;0.0;10.4782519092519
2022-11-01 10:09:00;2022-11-01 10:09:00;0.0;
2022-11-01 10:14:00;2022-11-01 10:14:00;0.0;
2022-11-01 10:19:00;2022-11-01 10:19:00;0.0;10.7663352760844
2022-11-01 10:24:00;2022-11-01 10:24:00;0.0;
2022-11-01 10:29:00;2022-11-01 10:29:00;0.0;
2022-11-01 10:34:00;2022-11-01 10:34:00;0.0;
2022-11-01 10:39:00;2022-11-01 10:39:00;0.0;10.4782519092519
2022-11-01 10:44:00;2022-11-01 10:44:00;0.0;
2022-11-01 10:49:00;2022-11-01 10:49:00;0.0;
2022-11-01 10:54:00;2022-11-01 10:54:00;0.0;10.912365432875
2022-11-01 10:59:00;2022-11-01 10:59:00;0.0;10.6216326842985
2022-11-01 11:04:00;2022-11-01 11:04:00;0.0;10.6216326842985
2022-11-01 11:09:00;2022-11-01 11:09:00;0.0;
2022-11-01 11:14:00;2022-11-01 11:14:00;0.0;10.3361872026791
2022-11-01 11:19:00;2022-11-01 11:19:00;0.0;10.6216326842985
2022-11-01 11:24:00;2022-11-01 11:24:00;0.0;10.912365432875
2022-11-01 11:29:00;2022-11-01 11:29:00;0.0;
2022-11-01 11:34:00;2022-11-01 11:34:00;0.0;10.4782519092519
2022-11-01 11:39:00;2022-11-01 11:39:00;0.0;11.2084314345323
2022-11-01 11:44:00;2022-11-01 11:44:00;0.0;10.6216326842985
2022-11-01 11:49:00;2022-11-01 11:49:00;0.0;
2022-11-01 11:54:00;2022-11-01 11:54:00;0.0;
2022-11-01 11:59:00;2022-11-01 11:59:00;0.0;
2022-11-01 12:04:00;2022-11-01 12:04:00;0.0;9.91783201114939
2022-11-01 12:09:00;2022-11-01 12:09:00;0.0;10.3361872026791
2022-11-01 12:14:00;2022-11-01 12:14:00;0.0;
2022-11-01 12:19:00;2022-11-01 12:19:00;0.0;10.912365432875
2022-11-01 12:24:00;2022-11-01 12:24:00;0.0;10.1954328163148
2022-11-01 12:29:00;2022-11-01 12:29:00;0.0;10.4782519092519
2022-11-01 12:34:00;2022-11-01 12:34:00;0.0;
2022-11-01 12:39:00;2022-11-01 12:39:00;0.0;10.912365432875
2022-11-01 12:44:00;2022-11-01 12:44:00;0.0;9.91783201114939
2022-11-01 12:49:00;2022-11-01 12:49:00;0.0;10.4782519092519
2022-11-01 12:54:00;2022-11-01 12:54:00;0.0;
2022-11-01 12:59:00;2022-11-01 12:59:00;0.0;
2022-11-01 13:04:00;2022-11-01 13:04:00;0.0;10.7663352760844
2022-11-01 13:09:00;2022-11-01 13:09:00;0.0;10.4782519092519
2022-11-01 13:14:00;2022-11-01 13:14:00;0.0;
2022-11-01 13:19:00;2022-11-01 13:19:00;0.0;
2022-11-01 13:24:00;2022-11-01 13:24:00;0.0;
2022-11-01 13:29:00;2022-11-01 13:29:00;0.0;
2022-11-01 13:34:00;2022-11-01 13:34:00;0.0;10.7663352760844
2022-11-01 13:39:00;2022-11-01 13:39:00;0.0;10.4782519092519
2022-11-01 13:44:00;2022-11-01 13:44:00;0.0;
2022-11-01 13:49:00;2022-11-01 13:49:00;0.0;10.7663352760844
2022-11-01 13:54:00;2022-11-01 13:54:00;0.0;
2022-11-01 13:59:00;2022-11-01 13:59:00;0.0;10.4782519092519
2022-11-01 14:04:00;2022-11-01 14:04:00;0.0;10.3361872026791
2022-11-01 14:09:00;2022-11-01 14:09:00;0.0;
2022-11-01 14:14:00;2022-11-01 14:14:00;0.0;
2022-11-01 14:19:00;2022-11-01 14:19:00;0.0;
2022-11-01 14:24:00;2022-11-01 14:24:00;0.0;
2022-11-01 14:29:00;2022-11-01 14:29:00;0.0;10.0559830018933
2022-11-01 14:34:00;2022-11-01 14:34:00;0.0;
2022-11-01 14:39:00;2022-11-01 14:39:00;0.0;10.6216326842985
2022-11-01 14:44:00;2022-11-01 14:44:00;0.0;
2022-11-01 14:49:00;2022-11-01 14:49:00;0.0;
2022-11-01 14:54:00;2022-11-01 14:54:00;0.0;
2022-11-01 14:59:00;2022-11-01 14:59:00;0.0;10.3361872026791
2022-11-01 15:04:00;2022-11-01 15:04:00;0.0;10.1954328163148
2022-11-01 15:09:00;2022-11-01 15:09:00;0.0;
2022-11-01 15:14:00;2022-11-01 15:14:00;0.0;10.4782519092519
2022-11-01 15:19:00;2022-11-01 15:19:00;0.0;
2022-11-01 15:24:00;2022-11-01 15:24:00;0.0;10.1954328163148
2022-11-01 15:29:00;2022-11-01 15:29:00;0.0;
2022-11-01 15:34:00;2022-11-01 15:34:00;0.0;
2022-11-01 15:39:00;2022-11-01 15:39:00;0.0;
2022-11-01 15:44:00;2022-11-01 15:44:00;0.0;
2022-11-01 15:49:00;2022-11-01 15:49:00;0.0;
2022-11-01 15:54:00;2022-11-01 15:54:00;0.0;
2022-11-01 15:59:00;2022-11-01 15:59:00;0.0;
2022-11-01 16:04:00;2022-11-01 16:04:00;0.0;10.1954328163148
2022-11-01 16:09:00;2022-11-01 16:09:00;0.0;
2022-11-01 16:14:00;2022-11-01 16:14:00;0.0;
2022-11-01 16:19:00;2022-11-01 16:19:00;0.0;
2022-11-01 16:24:00;2022-11-01 16:24:00;0.0;
2022-11-01 16:29:00;2022-11-01 16:29:00;0.0;
2022-11-01 16:34:00;2022-11-01 16:34:00;0.0;
2022-11-01 16:39:00;2022-11-01 16:39:00;0.0;
2022-11-01 16:44:00;2022-11-01 16:44:00;0.0;
2022-11-01 16:49:00;2022-11-01 16:49:00;0.0;
2022-11-01 16:54:00;2022-11-01 16:54:00;0.0;9.91783201114939
2022-11-01 16:59:00;2022-11-01 16:59:00;0.0;
2022-11-01 17:04:00;2022-11-01 17:04:00;0.0;10.1954328163148
2022-11-01 17:09:00;2022-11-01 17:09:00;0.0;
2022-11-01 17:14:00;2022-11-01 17:14:00;0.0;
2022-11-01 17:19:00;2022-11-01 17:19:00;0.0;
2022-11-01 17:24:00;2022-11-01 17:24:00;0.0;
2022-11-01 17:29:00;2022-11-01 17:29:00;0.0;
2022-11-01 17:34:00;2022-11-01 17:34:00;0.0;
2022-11-01 17:39:00;2022-11-01 17:39:00;0.0;9.91783201114939
2022-11-01 17:44:00;2022-11-01 17:44:00;0.0;
2022-11-01 17:49:00;2022-11-01 17:49:00;0.0;
2022-11-01 17:54:00;2022-11-01 17:54:00;0.0;
2022-11-01 17:59:00;2022-11-01 17:59:00;0.0;
2022-11-01 18:04:00;2022-11-01 18:04:00;0.0;9.91783201114939
2022-11-01 18:09:00;2022-11-01 18:09:00;0.0;
2022-11-01 18:14:00;2022-11-01 18:14:00;0.0;
2022-11-01 18:19:00;2022-11-01 18:19:00;0.0;
2022-11-01 18:24:00;2022-11-01 18:24:00;0.0;
2022-11-01 18:29:00;2022-11-01 18:29:00;0.0;
2022-11-01 18:34:00;2022-11-01 18:34:00;0.0;
2022-11-01 18:39:00;2022-11-01 18:39:00;0.0;
2022-11-01 18:44:00;2022-11-01 18:44:00;0.0;
2022-11-01 18:49:00;2022-11-01 18:49:00;0.0;
2022-11-01 18:54:00;2022-11-01 18:54:00;0.0;
2022-11-01 18:59:00;2022-11-01 18:59:00;0.0;
2022-11-01 19:04:00;2022-11-01 19:04:00;0.0;9.91783201114939
2022-11-01 19:09:00;2022-11-01 19:09:00;0.0;
2022-11-01 19:14:00;2022-11-01 19:14:00;0.0;
2022-11-01 19:19:00;2022-11-01 19:19:00;0.0;
2022-11-01 19:24:00;2022-11-01 19:24:00;0.0;
2022-11-01 19:29:00;2022-11-01 19:29:00;0.0;
2022-11-01 19:34:00;2022-11-01 19:34:00;0.0;
2022-11-01 19:39:00;2022-11-01 19:39:00;0.0;
2022-11-01 19:44:00;2022-11-01 19:44:00;0.0;
2022-11-01 19:49:00;2022-11-01 19:49:00;0.0;
2022-11-01 19:54:00;2022-11-01 19:54:00;0.0;
2022-11-01 19:59:00;2022-11-01 19:59:00;0.0;
2022-11-01 20:04:00;2022-11-01 20:04:00;0.0;9.91783201114939
2022-11-01 20:09:00;2022-11-01 20:09:00;0.0;
2022-11-01 20:14:00;2022-11-01 20:14:00;0.0;
2022-11-01 20:19:00;2022-11-01 20:19:00;0.0;
2022-11-01 20:24:00;2022-11-01 20:24:00;0.0;
2022-11-01 20:29:00;2022-11-01 20:29:00;0.0;
2022-11-01 20:34:00;2022-11-01 20:34:00;0.0;
2022-11-01 20:39:00;2022-11-01 20:39:00;0.0;
2022-11-01 20:44:00;2022-11-01 20:44:00;0.0;
2022-11-01 20:49:00;2022-11-01 20:49:00;0.0;
2022-11-01 20:54:00;2022-11-01 20:54:00;0.0;
2022-11-01 20:59:00;2022-11-01 20:59:00;0.0;
2022-11-01 21:04:00;2022-11-01 21:04:00;0.0;9.7809740958175
2022-11-01 21:09:00;2022-11-01 21:09:00;0.0;
2022-11-01 21:14:00;2022-11-01 21:14:00;0.0;
2022-11-01 21:19:00;2022-11-01 21:19:00;0.0;
2022-11-01 21:24:00;2022-11-01 21:24:00;0.0;
2022-11-01 21:29:00;2022-11-01 21:29:00;0.0;
2022-11-01 21:34:00;2022-11-01 21:34:00;0.0;
2022-11-01 21:39:00;2022-11-01 21:39:00;0.0;
2022-11-01 21:44:00;2022-11-01 21:44:00;0.0;
2022-11-01 21:49:00;2022-11-01 21:49:00;0.0;
2022-11-01 21:54:00;2022-11-01 21:54:00;0.0;
2022-11-01 21:59:00;2022-11-01 21:59:00;0.0;
2022-11-01 22:04:00;2022-11-01 22:04:00;0.0;9.7809740958175
2022-11-01 22:09:00;2022-11-01 22:09:00;0.0;
2022-11-01 22:14:00;2022-11-01 22:14:00;0.0;
2022-11-01 22:19:00;2022-11-01 22:19:00;0.0;
2022-11-01 22:24:00;2022-11-01 22:24:00;0.0;
2022-11-01 22:29:00;2022-11-01 22:29:00;0.0;
2022-11-01 22:34:00;2022-11-01 22:34:00;0.0;
2022-11-01 22:39:00;2022-11-01 22:39:00;0.0;
2022-11-01 22:44:00;2022-11-01 22:44:00;0.0;
2022-11-01 22:49:00;2022-11-01 22:49:00;0.0;
2022-11-01 22:54:00;2022-11-01 22:54:00;0.0;
2022-11-01 22:59:00;2022-11-01 22:59:00;0.0;
2022-11-01 23:04:00;2022-11-01 23:04:00;0.0;9.7809740958175
2022-11-01 23:09:00;2022-11-01 23:09:00;0.0;
2022-11-01 23:14:00;2022-11-01 23:14:00;0.0;
2022-11-01 23:19:00;2022-11-01 23:19:00;0.0;
2022-11-01 23:24:00;2022-11-01 23:24:00;0.0;
2022-11-01 23:29:00;2022-11-01 23:29:00;0.0;
2022-11-01 23:34:00;2022-11-01 23:34:00;0.0;
2022-11-01 23:39:00;2022-11-01 23:39:00;0.0;
2022-11-01 23:44:00;2022-11-01 23:44:00;0.0;
2022-11-01 23:49:00;2022-11-01 23:49:00;0.0;
2022-11-01 23:54:00;2022-11-01 23:54:00;0.0;
2022-11-01 23:59:00;2022-11-01 23:59:00;0.0;
2022-11-02 00:04:00;2022-11-02 00:04:00;0.0;9.7809740958175
2022-11-02 00:09:00;2022-11-02 00:09:00;0.0;
2022-11-02 00:14:00;2022-11-02 00:14:00;0.0;
2022-11-02 00:19:00;2022-11-02 00:19:00;0.0;
2022-11-02 00:24:00;2022-11-02 00:24:00;0.0;
2022-11-02 00:29:00;2022-11-02 00:29:00;0.0;
2022-11-02 00:34:00;2022-11-02 00:34:00;0.0;
2022-11-02 00:39:00;2022-11-02 00:39:00;0.0;
2022-11-02 00:44:00;2022-11-02 00:44:00;0.0;
2022-11-02 00:49:00;2022-11-02 00:49:00;0.0;
2022-11-02 00:54:00;2022-11-02 00:54:00;0.0;
2022-11-02 00:59:00;2022-11-02 00:59:00;0.0;
2022-11-02 01:04:00;2022-11-02 01:04:00;0.0;9.7809740958175
2022-11-02 01:09:00;2022-11-02 01:09:00;0.0;
2022-11-02 01:14:00;2022-11-02 01:14:00;0.0;
2022-11-02 01:19:00;2022-11-02 01:19:00;0.0;
2022-11-02 01:24:00;2022-11-02 01:24:00;0.0;
2022-11-02 01:29:00;2022-11-02 01:29:00;0.0;
2022-11-02 01:34:00;2022-11-02 01:34:00;0.0;
2022-11-02 01:39:00;2022-11-02 01:39:00;0.0;
2022-11-02 01:44:00;2022-11-02 01:44:00;0.0;
2022-11-02 01:49:00;2022-11-02 01:49:00;0.0;
2022-11-02 01:54:00;2022-11-02 01:54:00;0.0;
2022-11-02 01:59:00;2022-11-02 01:59:00;0.0;
2022-11-02 02:04:00;2022-11-02 02:04:00;0.0;9.7809740958175
2022-11-02 02:09:00;2022-11-02 02:09:00;0.0;
2022-11-02 02:14:00;2022-11-02 02:14:00;0.0;
2022-11-02 02:19:00;2022-11-02 02:19:00;0.0;
2022-11-02 02:24:00;2022-11-02 02:24:00;0.0;
2022-11-02 02:29:00;2022-11-02 02:29:00;0.0;
2022-11-02 02:34:00;2022-11-02 02:34:00;0.0;
2022-11-02 02:39:00;2022-11-02 02:39:00;0.0;
2022-11-02 02:44:00;2022-11-02 02:44:00;0.0;9.511114498328
2022-11-02 02:49:00;2022-11-02 02:49:00;0.0;
2022-11-02 02:54:00;2022-11-02 02:54:00;0.0;9.7809740958175
2022-11-02 02:59:00;2022-11-02 02:59:00;0.0;
2022-11-02 03:04:00;2022-11-02 03:04:00;0.0;9.511114498328
2022-11-02 03:09:00;2022-11-02 03:09:00;0.0;
2022-11-02 03:14:00;2022-11-02 03:14:00;0.0;
2022-11-02 03:19:00;2022-11-02 03:19:00;0.0;
2022-11-02 03:24:00;2022-11-02 03:24:00;0.0;
2022-11-02 03:29:00;2022-11-02 03:29:00;0.0;
2022-11-02 03:34:00;2022-11-02 03:34:00;0.0;
2022-11-02 03:39:00;2022-11-02 03:39:00;0.0;
2022-11-02 03:44:00;2022-11-02 03:44:00;0.0;
2022-11-02 03:49:00;2022-11-02 03:49:00;0.0;
2022-11-02 03:54:00;2022-11-02 03:54:00;0.0;
2022-11-02 03:59:00;2022-11-02 03:59:00;0.0;
2022-11-02 04:04:00;2022-11-02 04:04:00;0.0;9.511114498328
2022-11-02 04:09:00;2022-11-02 04:09:00;0.0;
2022-11-02 04:14:00;2022-11-02 04:14:00;0.0;
2022-11-02 04:19:00;2022-11-02 04:19:00;0.0;
2022-11-02 04:24:00;2022-11-02 04:24:00;0.0;
2022-11-02 04:29:00;2022-11-02 04:29:00;0.0;
2022-11-02 04:34:00;2022-11-02 04:34:00;0.0;
2022-11-02 04:39:00;2022-11-02 04:39:00;0.0;
2022-11-02 04:44:00;2022-11-02 04:44:00;0.0;
2022-11-02 04:49:00;2022-11-02 04:49:00;0.0;
2022-11-02 04:54:00;2022-11-02 04:54:00;0.0;
2022-11-02 04:59:00;2022-11-02 04:59:00;0.0;
2022-11-02 05:04:00;2022-11-02 05:04:00;0.0;9.511114498328
2022-11-02 05:09:00;2022-11-02 05:09:00;0.0;
2022-11-02 05:14:00;2022-11-02 05:14:00;0.0;
2022-11-02 05:19:00;2022-11-02 05:19:00;0.0;
2022-11-02 05:24:00;2022-11-02 05:24:00;0.0;
2022-11-02 05:29:00;2022-11-02 05:29:00;0.0;
2022-11-02 05:34:00;2022-11-02 05:34:00;0.0;
2022-11-02 05:39:00;2022-11-02 05:39:00;0.0;
2022-11-02 05:44:00;2022-11-02 05:44:00;0.0;
2022-11-02 05:49:00;2022-11-02 05:49:00;0.0;
2022-11-02 05:54:00;2022-11-02 05:54:00;0.0;
2022-11-02 05:59:00;2022-11-02 05:59:00;0.0;
2022-11-02 06:04:00;2022-11-02 06:04:00;0.0;9.511114498328
