dateP;dateQ;P_mm;Q_ls;year
2022-01-04 22:24:27;2022-01-04 22:24:00;0.5;18.5223380841917;2022
2022-01-04 22:29:00;2022-01-04 22:29:00;0.0;;2022
2022-01-04 22:34:00;2022-01-04 22:34:00;0.0;;2022
2022-01-04 22:39:00;2022-01-04 22:39:00;0.0;;2022
2022-01-04 22:44:00;2022-01-04 22:44:00;0.5;;2022
2022-01-04 22:49:00;2022-01-04 22:49:00;0.0;;2022
2022-01-04 22:54:00;2022-01-04 22:54:00;0.5;18.902452788725;2022
2022-01-04 22:59:00;2022-01-04 22:59:00;0.5;;2022
2022-01-04 23:04:38;2022-01-04 23:04:00;0.5;19.0950896648;2022
2022-01-04 23:09:00;2022-01-04 23:09:00;0.0;;2022
2022-01-04 23:14:00;2022-01-04 23:14:00;0.0;19.4855237979;2022
2022-01-04 23:19:00;2022-01-04 23:19:00;0.0;;2022
2022-01-04 23:24:00;2022-01-04 23:24:00;0.0;;2022
2022-01-04 23:29:00;2022-01-04 23:29:00;0.0;;2022
2022-01-04 23:34:00;2022-01-04 23:34:00;0.0;;2022
2022-01-04 23:39:00;2022-01-04 23:39:00;0.0;;2022
2022-01-04 23:44:00;2022-01-04 23:44:00;0.0;;2022
2022-01-04 23:49:00;2022-01-04 23:49:00;0.0;;2022
2022-01-04 23:54:00;2022-01-04 23:54:00;0.5;;2022
2022-01-04 23:59:00;2022-01-04 23:59:00;0.0;;2022
2022-01-05 00:04:00;2022-01-05 00:04:00;0.0;19.2894465789694;2022
2022-01-05 00:09:00;2022-01-05 00:09:00;0.0;;2022
2022-01-05 00:14:00;2022-01-05 00:14:00;0.0;;2022
2022-01-05 00:19:00;2022-01-05 00:19:00;0.0;;2022
2022-01-05 00:24:00;2022-01-05 00:24:00;0.0;19.8828402167111;2022
2022-01-05 00:29:00;2022-01-05 00:29:00;0.0;;2022
2022-01-05 00:34:00;2022-01-05 00:34:00;0.0;;2022
2022-01-05 00:39:00;2022-01-05 00:39:00;0.0;;2022
2022-01-05 00:44:00;2022-01-05 00:44:00;0.0;;2022
2022-01-05 00:49:00;2022-01-05 00:49:00;0.0;;2022
2022-01-05 00:54:00;2022-01-05 00:54:00;0.0;;2022
2022-01-05 00:59:00;2022-01-05 00:59:00;0.0;;2022
2022-01-05 01:04:00;2022-01-05 01:04:00;0.0;20.084079949925;2022
2022-01-05 01:09:00;2022-01-05 01:09:00;0.0;;2022
2022-01-05 01:14:00;2022-01-05 01:14:00;0.0;;2022
2022-01-05 01:19:00;2022-01-05 01:19:00;0.0;;2022
2022-01-05 01:24:00;2022-01-05 01:24:00;0.0;;2022
2022-01-05 01:29:00;2022-01-05 01:29:00;0.0;;2022
2022-01-05 01:34:00;2022-01-05 01:34:00;0.0;;2022
2022-01-05 01:39:00;2022-01-05 01:39:00;0.0;19.6833215882583;2022
2022-01-05 01:44:00;2022-01-05 01:44:00;0.0;;2022
2022-01-05 01:49:00;2022-01-05 01:49:00;0.0;;2022
2022-01-05 01:54:00;2022-01-05 01:54:00;0.0;;2022
2022-01-05 01:59:00;2022-01-05 01:59:00;0.0;;2022
2022-01-05 02:04:00;2022-01-05 02:04:00;0.0;19.4855237979;2022
2022-01-05 02:09:00;2022-01-05 02:09:00;0.0;;2022
2022-01-05 02:14:00;2022-01-05 02:14:00;0.0;;2022
2022-01-05 02:19:00;2022-01-05 02:19:00;0.0;19.8828402167111;2022
2022-01-05 02:24:00;2022-01-05 02:24:00;0.0;19.4855237979;2022
2022-01-05 02:29:00;2022-01-05 02:29:00;0.0;;2022
2022-01-05 02:34:00;2022-01-05 02:34:00;0.0;;2022
2022-01-05 02:39:00;2022-01-05 02:39:00;0.0;;2022
2022-01-05 02:44:00;2022-01-05 02:44:00;0.0;;2022
2022-01-05 02:49:00;2022-01-05 02:49:00;0.0;;2022
2022-01-05 02:54:00;2022-01-05 02:54:00;0.0;;2022
