dateP,P_mm,Q_m3s
2021-05-06 16:29:00,0.5,
2021-05-06 16:34:00,0.0,
2021-05-06 16:39:00,0.0,
2021-05-06 16:44:00,0.0,
2021-05-06 16:49:00,0.0,0.0107663352760844
2021-05-06 16:54:00,0.0,
2021-05-06 16:59:00,0.0,
2021-05-06 17:04:00,0.0,0.010912365432875
2021-05-06 17:09:00,0.0,
2021-05-06 17:14:00,0.5,
2021-05-06 17:19:00,0.0,
2021-05-06 17:24:00,0.0,
2021-05-06 17:29:00,0.0,
2021-05-06 17:34:00,0.0,
2021-05-06 17:39:00,0.0,
2021-05-06 17:44:00,0.0,
2021-05-06 17:49:00,0.0,
2021-05-06 17:54:00,0.0,
2021-05-06 17:59:00,0.0,
2021-05-06 18:04:00,0.0,0.010912365432875
2021-05-06 18:09:00,0.0,
2021-05-06 18:14:00,0.0,
2021-05-06 18:19:00,0.0,
2021-05-06 18:24:00,0.0,
2021-05-06 18:29:00,0.0,
2021-05-06 18:34:00,0.0,
2021-05-06 18:39:00,0.0,
2021-05-06 18:44:00,0.0,
2021-05-06 18:49:00,0.0,0.0112084314345323
2021-05-06 18:54:00,0.0,
2021-05-06 18:59:00,0.0,
2021-05-06 19:04:00,0.0,0.0112084314345323
2021-05-06 19:09:00,0.0,
2021-05-06 19:14:00,0.0,
2021-05-06 19:19:00,0.0,
2021-05-06 19:24:00,0.0,
2021-05-06 19:29:00,0.0,
2021-05-06 19:34:00,0.0,
2021-05-06 19:39:00,0.0,0.0115098766753941
2021-05-06 19:44:00,0.0,0.0112084314345323
2021-05-06 19:49:00,0.0,
2021-05-06 19:54:00,0.0,
2021-05-06 19:59:00,0.0,
2021-05-06 20:04:00,0.0,0.0113584787759299
2021-05-06 20:09:00,0.0,
2021-05-06 20:14:00,0.0,
2021-05-06 20:19:00,0.0,
2021-05-06 20:24:00,0.0,
2021-05-06 20:29:00,0.0,
2021-05-06 20:34:00,0.0,
2021-05-06 20:39:00,0.0,0.0110597289029358
2021-05-06 20:44:00,0.0,0.0113584787759299
2021-05-06 20:49:00,0.0,
2021-05-06 20:54:00,0.0,
2021-05-06 20:59:00,0.0,0.0110597289029358
2021-05-06 21:04:00,0.0,0.0110597289029358
2021-05-06 21:09:00,0.0,0.0113584787759299
2021-05-06 21:14:00,0.0,0.0110597289029358
2021-05-06 21:19:00,0.0,
2021-05-06 21:24:00,0.0,
2021-05-06 21:29:00,0.0,0.0113584787759299
2021-05-06 21:34:00,0.0,
2021-05-06 21:39:00,0.0,
2021-05-06 21:44:00,0.0,
2021-05-06 21:49:00,0.0,
2021-05-06 21:54:00,0.0,
2021-05-06 21:59:00,0.0,
2021-05-06 22:04:00,0.0,0.0112084314345323
2021-05-06 22:09:00,0.0,
2021-05-06 22:14:00,0.0,
2021-05-06 22:19:00,0.0,
2021-05-06 22:24:00,0.0,
2021-05-06 22:29:00,0.0,
2021-05-06 22:34:00,0.0,
2021-05-06 22:39:00,0.0,
2021-05-06 22:44:00,0.0,
2021-05-06 22:49:52,0.5,
2021-05-06 22:54:00,0.0,
2021-05-06 22:59:00,0.0,
2021-05-06 23:04:00,0.0,0.0113584787759299
2021-05-06 23:09:00,0.0,
2021-05-06 23:14:00,0.0,
2021-05-06 23:19:00,0.0,
2021-05-06 23:24:00,0.0,
2021-05-06 23:29:00,0.0,
2021-05-06 23:34:00,0.0,
2021-05-06 23:39:00,0.0,
2021-05-06 23:44:00,0.0,
2021-05-06 23:49:00,0.0,
2021-05-06 23:54:00,0.0,
2021-05-06 23:59:00,0.0,
2021-05-07 00:04:00,0.0,0.0113584787759299
2021-05-07 00:09:00,0.0,
2021-05-07 00:14:00,0.0,
2021-05-07 00:19:00,0.0,
2021-05-07 00:24:00,0.0,
2021-05-07 00:29:00,0.0,
2021-05-07 00:34:00,0.0,
2021-05-07 00:39:00,0.0,
2021-05-07 00:44:00,0.0,
2021-05-07 00:49:00,0.0,
2021-05-07 00:54:00,0.0,
2021-05-07 00:59:00,0.0,
2021-05-07 01:04:00,0.0,0.0113584787759299
2021-05-07 01:09:00,0.0,
2021-05-07 01:14:00,0.0,
2021-05-07 01:19:00,0.0,
2021-05-07 01:24:00,0.0,
2021-05-07 01:29:00,0.0,
2021-05-07 01:34:00,0.0,
2021-05-07 01:39:00,0.0,
2021-05-07 01:44:00,0.0,0.0116626308811902
2021-05-07 01:49:00,0.0,
2021-05-07 01:54:00,0.0,0.0113584787759299
2021-05-07 01:59:00,0.0,
2021-05-07 02:04:00,0.0,0.0118167471415839
2021-05-07 02:09:00,0.0,0.0115098766753941
2021-05-07 02:14:00,0.0,
2021-05-07 02:19:00,0.0,
2021-05-07 02:24:00,0.0,
2021-05-07 02:29:00,0.0,
2021-05-07 02:34:00,0.0,
2021-05-07 02:39:00,0.0,
2021-05-07 02:44:00,0.0,
2021-05-07 02:49:00,0.0,
2021-05-07 02:54:00,0.0,
2021-05-07 02:59:00,0.0,
2021-05-07 03:04:00,0.0,0.0115098766753941
2021-05-07 03:09:00,0.0,
2021-05-07 03:14:00,0.0,
2021-05-07 03:19:00,0.0,
2021-05-07 03:24:00,0.0,
2021-05-07 03:29:00,0.0,
2021-05-07 03:34:00,0.0,
2021-05-07 03:39:00,0.0,
2021-05-07 03:44:00,0.0,
2021-05-07 03:49:00,0.0,
2021-05-07 03:54:00,0.0,
2021-05-07 03:59:00,0.0,
2021-05-07 04:04:00,0.0,0.0115098766753941
2021-05-07 04:09:00,0.0,
2021-05-07 04:14:00,0.0,
2021-05-07 04:19:00,0.0,
2021-05-07 04:24:00,0.0,
2021-05-07 04:29:00,0.0,0.0118167471415839
2021-05-07 04:34:00,0.0,
2021-05-07 04:39:00,0.0,
2021-05-07 04:44:00,0.0,
2021-05-07 04:49:00,0.0,
2021-05-07 04:54:00,0.0,
2021-05-07 04:59:00,0.0,
2021-05-07 05:04:00,0.0,0.0116626308811902
2021-05-07 05:09:00,0.0,
2021-05-07 05:14:00,0.0,
