dateP;dateQ;P_mm;Q_ls;year
2024-05-27 00:39:00;2024-05-27 00:39:00;0.0;30.9255353722534;2024
2024-05-27 00:44:00;2024-05-27 00:44:00;0.0;;2024
2024-05-27 00:49:00;2024-05-27 00:49:00;0.0;;2024
2024-05-27 00:54:00;2024-05-27 00:54:00;0.0;;2024
2024-05-27 00:59:00;2024-05-27 00:59:00;0.0;;2024
2024-05-27 01:04:00;2024-05-27 01:04:00;0.0;30.6465699247924;2024
2024-05-27 01:09:00;2024-05-27 01:09:00;0.0;;2024
2024-05-27 01:14:00;2024-05-27 01:14:00;0.0;;2024
2024-05-27 01:19:00;2024-05-27 01:19:00;0.0;31.488666648125;2024
2024-05-27 01:24:00;2024-05-27 01:24:00;0.0;30.9255353722534;2024
2024-05-27 01:29:00;2024-05-27 01:29:00;0.0;;2024
2024-05-27 01:34:00;2024-05-27 01:34:00;0.0;31.488666648125;2024
2024-05-27 01:39:00;2024-05-27 01:39:00;0.0;30.9255353722534;2024
2024-05-27 01:44:00;2024-05-27 01:44:00;0.0;;2024
2024-05-27 01:49:00;2024-05-27 01:49:00;0.0;;2024
2024-05-27 01:54:00;2024-05-27 01:54:00;0.0;;2024
2024-05-27 01:59:00;2024-05-27 01:59:00;0.0;;2024
2024-05-27 02:04:00;2024-05-27 02:04:00;0.0;30.6465699247924;2024
2024-05-27 02:09:00;2024-05-27 02:09:00;0.0;;2024
2024-05-27 02:14:00;2024-05-27 02:14:00;0.0;;2024
2024-05-27 02:19:00;2024-05-27 02:19:00;0.0;31.206234191142;2024
2024-05-27 02:24:00;2024-05-27 02:24:00;0.0;30.6465699247924;2024
2024-05-27 02:29:00;2024-05-27 02:29:00;0.0;;2024
2024-05-27 02:34:00;2024-05-27 02:34:00;0.0;;2024
2024-05-27 02:39:00;2024-05-27 02:39:00;0.0;;2024
2024-05-27 02:44:00;2024-05-27 02:44:00;0.0;;2024
2024-05-27 02:49:00;2024-05-27 02:49:00;0.0;;2024
2024-05-27 02:54:00;2024-05-27 02:54:00;0.0;;2024
2024-05-27 02:59:00;2024-05-27 02:59:00;0.0;;2024
2024-05-27 03:04:00;2024-05-27 03:04:00;0.0;30.9255353722534;2024
2024-05-27 03:09:00;2024-05-27 03:09:00;0.0;;2024
2024-05-27 03:14:00;2024-05-27 03:14:00;0.0;;2024
2024-05-27 03:19:00;2024-05-27 03:19:00;0.0;;2024
2024-05-27 03:24:00;2024-05-27 03:24:00;0.0;;2024
2024-05-27 03:29:00;2024-05-27 03:29:00;0.0;;2024
2024-05-27 03:34:00;2024-05-27 03:34:00;0.0;30.3693375820924;2024
2024-05-27 03:39:00;2024-05-27 03:39:00;0.0;;2024
2024-05-27 03:44:00;2024-05-27 03:44:00;0.0;;2024
2024-05-27 03:49:00;2024-05-27 03:49:00;0.0;30.9255353722534;2024
2024-05-27 03:54:00;2024-05-27 03:54:00;0.0;30.0938380774867;2024
2024-05-27 03:59:00;2024-05-27 03:59:00;0.0;30.9255353722534;2024
2024-05-27 04:04:00;2024-05-27 04:04:00;0.0;30.6465699247924;2024
2024-05-27 04:09:00;2024-05-27 04:09:00;0.0;;2024
2024-05-27 04:14:00;2024-05-27 04:14:00;0.0;;2024
2024-05-27 04:19:00;2024-05-27 04:19:00;0.0;;2024
2024-05-27 04:24:00;2024-05-27 04:24:00;0.0;;2024
2024-05-27 04:29:00;2024-05-27 04:29:00;0.0;30.0938380774867;2024
2024-05-27 04:34:00;2024-05-27 04:34:00;0.0;;2024
2024-05-27 04:39:00;2024-05-27 04:39:00;0.0;30.6465699247924;2024
2024-05-27 04:44:00;2024-05-27 04:44:00;0.0;;2024
2024-05-27 04:49:00;2024-05-27 04:49:00;0.0;;2024
2024-05-27 04:54:00;2024-05-27 04:54:00;0.0;;2024
